snippet1	snippet2	similarity	companies1	companies2	company_similarity	country1	country2	country_similarity	similarity_range
IBM was mulling a sale of its weather forecasting business, which includes Weather.com	Also, the Wall Street Journal reported recently that IBM was mulling a sale of its weather forecasting business, which includes Weather.com	1.0	['ibm']	['ibm']	0.9999999999999999	US	US	1.0	(0.9, 1.0]
IBM’s 2022 report on the cost of data breaches found that breaches based on stolen or compromised credentials took the longest to be identified — 327 days before discovery	Infosys was the top drag on the Nifty after it forecast revenue growth	0.31035116372669747	['ibm']	['infosys']	0.7279356332899384	US	IN	0.5367935299873352	(0.3, 0.4]
Kedar Joshi, Streebo’s senior business development executive, said that Streebo’s bot solution, ChatGPT for the Enterprise, is built on Google Cloud Platform , Microsoft CLU and Amazon Web Services , as well as ChatGPT and Watson	On the flip side, Infosys, TechM, HCL Tech, NTPC, TCS, L&T were among the losers	0.18434340914679784	['ibm', 'google']	['infosys']	0.7536980658357553	GB	IN	0.5888364911079407	(0.1, 0.2]
In its Tech Trends 2023 report, Deloitte Insights found that the metaverse is expected to be an $80 billion market by 2024 as companies begin to use the technology to create an enriched alternative to the flat, two-dimensional world	In a recent panel discussion about the metaverse, Deloitte Consulting Principal Jessica Kosmowski said that industries are just now at the cusp of exploring unique initial use cases of the metaverse	0.6856432054157771	['deloitte consulting']	['deloitte consulting']	1.0	US	US	1.0	(0.6, 0.7]
Deloitte Insights found that the metaverse is expected to be an $80 billion market by 2024 as companies begin to use the technology to create an enriched alternative to the flat, two-dimensional world	Sinclair Broadcast Group and Deloitte recently announced plans to launch a new metaverse sports fan community driven by a 3D creation tool	0.5786706088940636	['deloitte consulting']	['deloitte consulting', 'sinclair broadcast']	0.9500798202693705	US	US	1.0	(0.5, 0.6]
Adaptive Security Gartner predicts that by 2025, 75%	Sunak had already come under fire when it was revealed that his wife had “non-resident” status in the UK and had failed to declare his Infosys dividend profits for UK tax purposes	0.10613062872750684	['gartner']	['infosys']	0.4376879467381026	IN	GB	0.5888364911079407	(0.1, 0.2]
A report by BNP Paribas India said Infosys’ Q4 revenue	Infosys' multiples to come off as its premium valuation	0.6174477802934238	['infosys', 'bnp paribas']	['infosys']	0.7831070053582297	IN	CH	0.5335655808448792	(0.6, 0.7]
Infosys, which fell over nine per cent after lower-than-expected revenue guidance for FY24, and HDFC twins also pulled the benchmarks	Ernst & Young to lay off about 3000 US-based employees	0.236770857665572	['infosys']	['ernst & young llp']	0.420745856767164	IN	US	0.5367935299873352	(0.2, 0.3]
Institutional Equities said fourth-quarter earnings of TCS and Infosys had two common factors	Morgan Stanley reverses IBM	0.25761148534560074	['infosys', 'tcs']	['ibm', 'morgan stanley']	0.7252853213977268	IN	CA	0.6493534445762634	(0.2, 0.3]
Infosys and HDFC twins kept a lid on the index's gains	Ernst & Young, which formally announced in September its intention to separate its consulting services from those of chartered accountants so that it could secure contracts in each area without worrying about potential conflicts of interest	0.25159432405240056	['infosys']	['ernst & young llp']	0.420745856767164	IN	US	0.5367935299873352	(0.2, 0.3]
British company Ernst & Young is laying off 3,000 employees in the US	Ernst & Young plans to lay off 3,000 employees, or close to 5% of its workforce in the U.S.	0.8450995561888087	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	US	US	1.0	(0.8, 0.9]
On April 13, 2023, Infosys released its fourth quarter fiscal 2023 financial results, missing consensus estimates	Glancy Prongay & Murray LLP, a Leading Securities Fraud Law Firm, Announces Investigation of Infosys Limited on Behalf of Investors	0.39872165669822957	['infosys']	['infosys', 'glancy prongay & murray']	0.9015012948263221	US	US	1.0	(0.3, 0.4]
PWC-Net [26] and LiteFlowNet [10] proposed a feature pyramid,	A PWC-Net model trained with our method shows superior cross-dataset generalization compared to supervised PWC-Net and unsupervised ARFlow	0.4734196175833483	['pricewaterhousecoopers']	['pricewaterhousecoopers']	1.0	CA	CA	1.0	(0.4, 0.5]
according to Gartner, which claimedover 75 per cent of governments will operate	Gartner identified hyper-automation as another significant public sector growth area, driven by the continued adoption of hybrid work and the resulting automation of business and IT processes	0.3510045502508555	['gartner']	['gartner']	0.9999999999999998	NZ	NZ	1.0	(0.3, 0.4]
taking centre stage at all levels of technology, Gartner also predicted 60 per cent of government AI and data analytics investments will directly impact real-time operational decisions and outcomes	IBM collaborated with Wasabi Technologies to drive data innovation across hybrid cloud environments	0.23583311524164166	['gartner']	['ibm']	0.5935407032832408	NZ	US	0.4920920431613922	(0.2, 0.3]
IBM also collaborated with Cohesity to launch a new IBM Storage Defender solution that will help address the critical need for data security and resiliency in hybrid cloud environments	IBM expanded its Client Innovation Center by launching its second Japan Innovation Hub	0.3440512837418323	['ibm']	['ibm']	0.9999999999999999	US	PH	0.48275887966156006	(0.3, 0.4]
IBM inked an agreement to acquire StepZen Inc.	During first-quarter 2023, IBM inked an agreement to acquire StepZen Inc.	1.0	['ibm']	['ibm']	0.9999999999999999	JP	JP	1.0	(0.9, 1.0]
IBM also acquired NS1, a leading provider of network automation SaaS solutions to enable businesses to deliver content, services and applications with optimal performance, reliability, security and cost	During the first quarter, IBM collaborated with Wasabi Technologies to drive data innovation across hybrid cloud environments	0.548443139096275	['ibm']	['ibm', 'wasabi technologies']	0.964809435701642	US	US	1.0	(0.5, 0.6]
During the first quarter, IBM expanded its Client Innovation Center by launching its second Japan Innovation Hub in Cebu City, Philippines	As InvestingPro graphically shows, Accenture's debt and financial leverage are still at solid levels, making the company more resilient than its peers when it comes to challenging hard times	0.10093913973440378	['ibm']	['accenture']	0.7565876690497543	PH	US	0.48275887966156006	(0.1, 0.2]
Accenture could be market winners based on their financial health, undervaluation, and positive market trends	Accenture is expected to post solid earnings growth	0.7560307393249086	['accenture']	['accenture']	1.0	US	US	1.0	(0.7, 0.8]
Aon Aon plc exists to shape decisions	Launched in early 2022, Aon’sStrategy and Technology Grouptakes a holistic view of insurers’ businesses, combining consulting and software to provide data-driven, actionable insights	0.4290954375158897	['aon']	['aon']	1.0000000000000002	US	US	1.0	(0.4, 0.5]
IBM also collaborated with EY to focus on environmental, social and governance solutions to help organizations accelerate business transformation with value-led sustainability	IBM was selected as a technology partner by Telecom Egypt (“TE”) to modernize and transform network operations in the Middle Eastern country	0.4360325865495555	['ibm']	['ibm']	0.9999999999999999	US	EG	0.4142366647720337	(0.4, 0.5]
IBM collaborated with Adobe to launch new content supply chain services	During the quarter, IBM was selected as a technology partner by Telecom Egypt (“TE”) to modernize and transform network operations in the Middle Eastern country	0.4428700089032749	['ibm']	['ibm']	0.9999999999999999	US	EG	0.4142366647720337	(0.4, 0.5]
IBM Robotic Process Automation will also help automate the tracking of service quality and network capacity	During the quarter, IBM collaborated with Adobe to launch new content supply chain services	0.41425720458597076	['ibm']	['ibm', 'adobe systems']	0.9097942027717432	EG	US	0.4142366647720337	(0.4, 0.5]
These new strategies are the outcome of a third-party review by consultancy firms KPMG and Arup that began in January 2023, but some of the measures were already rolled out	Applied Materials and Accenture could be market winners based on their financial health, undervaluation, and positive market trends	0.2656827806730944	['kpmg']	['accenture', 'applied materials']	0.6560862942873774	CA	US	0.6992766857147217	(0.2, 0.3]
EY to slash 3,000 jobs in the US due to 'overcapacity	Accenture would cut 2.6 per cent of its global workforce over the next 18 months, while McKinsey will reduce about 3 per cent of its workforce	0.4269620847954561	['ernst & young llp']	['accenture']	0.4664041182868283	US	US	1.0	(0.4, 0.5]
global professional services provider Ernst & Young will slash around 3,000 jobs or 5 per cent of its workforce in the US, the media reported	Accenture's debt and financial leverage are still at solid levels, making the company more resilient than its peers when it comes to challenging hard times	0.16638503800424723	['ernst & young llp']	['accenture']	0.4664041182868283	US	US	1.0	(0.1, 0.2]
LatentView has been recognized as an industry leader by Gartner	In his last role, Prashant was playing the role of Portfolio & Regional Head at Infosys, as a key leader for their Communications, Media and Entertainment business	0.2142396164094757	['gartner']	['infosys']	0.4376879467381026	IN	US	0.5367935299873352	(0.2, 0.3]
Gartner research publications consist of the opinions of Gartner’s research organization	Blockchain and cloud technologies from IBM allow the exchange of medical and geographic data that can be verified	0.08021349055822302	['gartner']	['ibm']	0.5935407032832408	US	CN	0.5971255302429199	(-0.001, 0.1]
The move comes after Ernst & Young stopped its planned reorganization, called 'Project Everest,	Ernst & Young to cut 3,000 jobs in US	0.4212446664789385	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	US	US	1.0	(0.4, 0.5]
Akshata Murty, the daughter of Infosys co-founder Narayana Murthy, is listed on the UK's Companies	Tech consultancy Accenture announced in March it was cutting 19,000 jobs, or 2.5 percent of its workforce	0.18027217968283088	['infosys']	['accenture']	0.9876830203831568	GB	US	0.7544673085212708	(0.1, 0.2]
After successfully supporting disruptive companies in the UK, KPMG’s Private Enterprise division launched an annual search to find the UK’s most exciting tech innovators a decade later	KPMG’s Private Enterprise division launched an annual search to find the UK’s most exciting tech innovators a decade later	1.0	['kpmg']	['kpmg']	1.0	GB	GB	1.0	(0.9, 1.0]
The experience of everybody in the IT industry is that the graduates need training,” said Mohandas Pai, the former chief financial officer ofInfosys Ltd. and a board member andco-founder of private equity firm Aarin Capital. One of the companies in the Manipal Education & Medical Group	We see our involvement with Presto Foundation as a similar relationship,” IBM’s vice president of hybrid data management Vikram Murali and CEO of Ahana Steven Mih wrote in ajoint statement	0.3262239484062472	['infosys']	['ibm']	0.7279356332899384	IN	US	0.5367935299873352	(0.3, 0.4]
IBM has acquired Ahana, a software-as-a-service (SaaS)-based provider of PrestoDB, for an undisclosed sum	Explaining the rationale behind Ahana, IBM cited the company’s contributions to the Presto open source project	0.7048788069357896	['ibm']	['ibm']	0.9999999999999999	US	US	1.0	(0.7, 0.8]
IBM acquires SaaS-based PrestoDB provider Ahana	IBM is now a prominent contributor to open source communities	0.35510818266455607	['ibm']	['ibm']	0.9999999999999999	US	US	1.0	(0.3, 0.4]
CEO Arvind Krishna says IBM is taking a more realistic approach to artificial intelligence these days	IBM said the WatBERT	0.48588301964585573	['ibm']	['ibm']	0.9999999999999999	US	IN	0.5367935299873352	(0.4, 0.5]
IBM is also conducting a research partnership with the Cleveland Clinic	Now, as interest in AI booms amid new advances, IBM is tailoring the technology to address the individual business problems of customers that are prepared to use it	0.48150982327762665	['ibm', 'cleveland clinic']	['ibm']	0.864343655226832	US	US	1.0	(0.4, 0.5]
IBM is tailoring the technology to address the individual business problems of customers that are prepared to use it	as a fundamentally transformative technology and I think maybe over the last few months, now, the world is coming to agree,” IBM Chief Executive Arvind Krishna said during an interview at company headquarters	0.4589687153021158	['ibm']	['ibm']	0.9999999999999999	US	US	1.0	(0.4, 0.5]
IBM’s customers recognize the potential of the new technology, which can be used to summarize and analyze text, create software	IBM will provide companies that aren’t willing or able	0.512249441711212	['ibm']	['ibm']	0.9999999999999999	IN	IN	1.0000001192092896	(0.5, 0.6]
he said, IBM has a more realistic approach to AI	IBM is now focusing its AI efforts on areas where it has experience and credibility with customers—automation, customer service and the application of AI to information-technology operations, according to Rob Thomas, IBM senior vice president for software and chief commercial officer	0.6856017714825006	['ibm']	['ibm']	0.9999999999999999	IN	IN	1.0000001192092896	(0.6, 0.7]
IBM developed a new AI-driven spoken-commentary feature for the Masters golf tournament, which uses foundation models including the IBM Watson text-to-speech library	Biopharmaceutical company Moderna and IBM are exploring the application of MoLFormer-XL to Moderna’s design and optimization process for mRNA medicines, according to IBM and Moderna	0.16361671701969044	['ibm']	['ibm', 'moderna']	0.8050950030471955	IN	IN	1.0000001192092896	(0.1, 0.2]
International Business Machines Corp. researchers spent decades developing artificial intelligence when most of the world wasn’t ready to embrace it, and the company struggled at times to build a business	IBM’s Watson Health lacked the necessary brand, experience and domain knowledge to make it work, according to Mr	0.5203714732599904	['ibm']	['ibm']	0.9999999999999999	US	IN	0.5367935299873352	(0.5, 0.6]
Technology stocks declined after Infosys reported a bigger than expected drop in fourth quarter earnings	Domestic benchmark indices snapped a nine-day winning streak, ending lower today, as information technology stocks fell after Infosys reported less than impressive earnings for Jan-Mar	0.4432319182983697	['infosys']	['infosys']	1.0	IN	IN	1.0000001192092896	(0.4, 0.5]
these companies have been hit afterInfosys reportedweaker March quarterearnings	Accordingly, PwC advised marketers to be “more deliberate with their investments and evaluate them more frequently” as budgets	0.27436421806384304	['infosys']	['pricewaterhousecoopers']	0.9763421082746169	IN	AU	0.6866019368171692	(0.2, 0.3]
Our Audit Committee has appointed the firm Ernst & Young LLP (“EY”) as our independent registered public accounting firm for the year ended December 31, 2023	the Board, acting through the Audit Committee, to determine PwC’s remuneration	0.46816396550911926	['ernst & young llp']	['pricewaterhousecoopers']	0.5330760003405258	US	GB	0.7544673085212708	(0.4, 0.5]
Storm troopers just got Interactive	Accenture could face legal, reputational and financial risks if the company fails to protect client and/or company data from security breaches or cyberattacks	0.002869296010785369	['accenture', 'storm digital']	['accenture']	0.9575703604622187	NL	NL	1.0	(-0.001, 0.1]
Accenture does not successfully manage and develop its relationships with key alliance partners	Accenture may be subject to criticism and negative publicity related to its incorporation in Ireland	0.62551249020185	['accenture']	['accenture']	1.0	NL	NL	1.0	(0.6, 0.7]
Accenture undertakes no duty to update any forward-looking statements made in this news release or to conform such statements to actual results or changes in Accenture’s expectations	-Accenture hasacquired Storm Digital, a full service	0.22222697706616876	['accenture']	['accenture', 'storm digital']	0.9575703604622187	NL	NL	1.0	(0.2, 0.3]
Accenture is unable to keep its supply of skills and resources in balance with client demand around the world	if Accenture does not successfully manage and develop its relationships with key alliance partners or fails to anticipate and establish new alliances in new technologies	0.7651850966097496	['accenture']	['accenture']	1.0	NL	NL	1.0	(0.7, 0.8]
Accenture’s ability to attract and retain business and employees may depend on its reputation in the marketplace	Accenture’s profitability could materially suffer if the company is unable to obtain favorable pricing for its services and solutions	0.778813353614363	['accenture']	['accenture']	1.0	NL	NL	1.0	(0.7, 0.8]
Accenture’s work with government clients exposes the company to additional risks inherent in the government contracting environment	PwC has been running the process, chasing private equity or strategic buyers who could either take a stake in the company	0.32564218542077566	['accenture']	['pricewaterhousecoopers']	0.9861687304353463	NL	AU	0.614790141582489	(0.3, 0.4]
While at IBM, Cook became the fulfillment director for the company’s North American division, where he managed manufacturing and distribution	One of Cook’s first jobs out of college was working for IBM	0.6985758111114326	['ibm']	['ibm']	0.9999999999999999	US	GB	0.7544673085212708	(0.6, 0.7]
International Business Machines Corp. fell 0.25% to $127.82	Our independent registered public accounting firm, Ernst & Young, provides the audit report	0.208673431313014	['ibm']	['ernst & young llp']	0.46026486268495787	US	US	1.0	(0.2, 0.3]
the appointment of Ernst & Young LLP as our independent registered public accounting firm	The stock outperformed some of its competitors Monday, as International Business Machines Corp. fell 0.25% to $127.82	0.21620994499550242	['ernst & young llp']	['ibm']	0.46026486268495787	US	US	1.0	(0.2, 0.3]
Cognizant Can Withhold Certain Docs In Bribery Case	the appointment of Ernst & Young LLP to serve as our independent auditor for our fiscal year ending December 31, 2023	0.1441815230909065	['cognizant technology solutions']	['ernst & young llp']	0.4727408447619885	US	US	1.0	(0.1, 0.2]
in favor of the appointment of Ernst & Young LLP as our independent registered public accounting firm	Prior to this increase, Gartner had last raised director compensation in 2018	0.24251421355580546	['ernst & young llp']	['gartner']	0.3553524223488919	US	US	1.0	(0.2, 0.3]
Gartner believes that the separation of functions between the CEO and Chairman of the Board provides independent leadership of the Board in the exercise of its management oversight responsibilities, increases the accountability of the CEO and creates transparency in the relationship among executive management, the Board of Directors and stockholders	Environment Gartner strives to minimize the environmental impact of our operations as part of a collective effort to combat climate change	0.32969481593414457	['gartner']	['gartner']	0.9999999999999998	US	US	1.0	(0.3, 0.4]
Mr. Grabe’s experience at IBM Corporation and his prior service on several boards in the technology space have given him extensive industry knowledge	Gartner is committed to maintaining strong corporate governance practices	0.22722746841727137	['ibm']	['gartner']	0.5935407032832408	US	US	1.0	(0.2, 0.3]
Based on this review, Gartner adjusted director compensation to more closely approximate the Peer Group median	The Governance Committee and/or Board receives quarterly updates on Gartner’s approach and progress on ESG matters	0.38176104614349216	['gartner']	['gartner']	0.9999999999999998	US	US	1.0	(0.3, 0.4]
Gartner promotes a workplace that provides opportunities	Gartner aims to foster a culture	0.713115689660789	['gartner']	['gartner']	0.9999999999999998	US	US	1.0	(0.7, 0.8]
PwC’s Scott Likens, who specialises in understanding issues around trust and technology, echoes this	IBM, Veritas and Dell are ahead of us and Commvault	0.1689106959983205	['pricewaterhousecoopers']	['ibm', 'veritas']	0.7546048405807296	GB	US	0.7544673085212708	(0.1, 0.2]
Management consultants PwC meanwhile received a global award, being named Qlik's System	an IBM survey, approximately 7 in 10 consumers say it	0.23343886958660734	['pricewaterhousecoopers']	['ibm']	0.7352658366320254	AU	US	0.6053652763366699	(0.2, 0.3]
The Audit Committee of our Board of Directors has selected Ernst & Young LLP, or EY	Luci began his career with Ernst & Whinney LLP (now Ernst &Young LLP) in New York	0.4201898584530118	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	US	US	1.0	(0.4, 0.5]
After consideration of the firm’s qualifications and past performance, the Audit Committee of our Board of Directors (“the Audit Committee”) has appointed Ernst & Young as our independent registered public accounting firm for the fiscal year ending December 31, 2023	more representatives of Ernst & Young is expected to be present at the Annual Meeting	0.5559502610894231	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	US	US	1.0	(0.5, 0.6]
Ernst & Young, the Company’s independent registered public accounting firm, the matters required to be discussed by the applicable requirements of the Public Company Accounting Oversight Board and the SEC	the appointment of Ernst & Young for ratification by our stockholders	0.6206165697572417	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	US	US	1.0	(0.6, 0.7]
Human Capital Solutions practice, a division of Aon plc (Aon) (formerly known as Radford), to evaluate our executive compensation program and practices	Specifically, Aon was engaged	0.22878585593924325	['aon']	['aon']	1.0000000000000002	US	US	1.0	(0.2, 0.3]
Representatives of Aon met informally with the Chair of the Compensation Committee and attended the regular meetings of the Compensation Committee, including executive sessions from time to time without any members of management present	Aon worked directly with the Compensation Committee (and not on behalf of management) to assist the committee in satisfying its responsibilities and undertook no projects for management without the committees prior	0.7235112874703654	['aon']	['aon']	1.0000000000000002	US	US	1.0	(0.7, 0.8]
The audit committee met with Ernst & Young LLP to discuss the overall scope of its services, the results of its audit and reviews, and the overall quality of the company’s financial reporting	The EY recommendation is to “rapidly redefine your supply chain strategy	0.17713268073191954	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	US	US	1.0	(0.1, 0.2]
Meanwhile, EY economists say the recovery from the disruption of last year 'means the UK is likely to avoid the two consecutive quarters of contraction that would qualify as a technical recession	EY economists say the recovery from the disruption of last year 'means the UK is likely to avoid the two consecutive quarters of contraction that would qualify as a technical recession	1.0	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	GB	GB	1.0	(0.9, 1.0]
The prediction for 2024 is 1.9 per cent, although EY ups the figure to 2.3 per cent for 2025	Ernst & Young’s U.S. arm said on Monday it	0.06396387533826761	['ernst & young llp']	['ernst & young llp']	1.0000000000000002	GB	US	0.7544673085212708	(-0.001, 0.1]
One of Cook’s first jobs out of faculty was working for IBM	Argent Advisors Inc.'s holdings in International Business Machines were worth $483,000 as of its most recent SEC filing	0.19067194277721883	['ibm']	['ibm']	0.9999999999999999	US	US	1.0	(0.1, 0.2]
"The ministry and KPMG continue to work closely with sector partners throughout this process to listen, learn and reflect their feedback in the work,"" saidPatrick Bissett"	"the consulting firm KPMGto leada study of""the real costs of services"	0.337118572683263	['kpmg']	['kpmg']	1.0	CA	CA	1.0	(0.3, 0.4]
in Miami where insurance giant AON is serving as title sponsor of the 2023 World Championships	IBM has integrated its streaming analytics capabilities into IBM Streaming	0.09578817272150528	['aon']	['ibm']	0.7508252617635794	US	US	1.0	(-0.001, 0.1]
Gartner Inc. published this content on 17 April 2023 and is solely responsible for the information	our Gartner Symposium/Xpo series, to industry-leading conferences focused on specific business roles and topics, to peer-driven sessions	0.4949651721766428	['gartner']	['gartner']	0.9999999999999998	US	US	1.0	(0.4, 0.5]
Gartner successfully held 25 in-person and 16 virtual conferences with more than 60,000 attendees, including eight Symposiums/Xpos	However, more recently, IBM says they have seen Dave Loader installing the new Domino malware family	0.1708603764206308	['gartner']	['ibm']	0.5935407032832408	US	US	1.0	(0.1, 0.2]
IBM has attributed the Domino malware family to FIN7 due to a great deal of code overlap withLizar (aka Tirion and DiceLoader), a post-exploitation toolkit associated with FIN7	IBM's Security Intelligence researchers have been tracking ex-Conti and TrickBot members utilizing the new malware in attacks since February 2023	0.4671135619336326	['ibm']	['ibm']	0.9999999999999999	US	US	1.0	(0.4, 0.5]
Wipro in deep red Bharti’s cashflow will also benefit from steady growth in non-mobile services including FTTH and enterprise	Richard Stark , director, corporate finance at KPMG, will be speaking about progressing through M&A while Laura Sisson , investment manager at YTM, will share tips on becoming investment-ready	0.21453331245643284	['wipro']	['kpmg']	0.6612745307122871	IN	GB	0.5888364911079407	(0.2, 0.3]
stiff competition from other states,” consultancy PwC	While the aerospace sector has been booming in Florida for many years, it has faced capacity challenges and stiff competition from other states,” consultancy PwC says in its latest annual ranking of aerospace manufacturing attractiveness	1.0	['pricewaterhousecoopers']	['pricewaterhousecoopers']	1.0	US	US	1.0	(0.9, 1.0]
,” consultancy PwC says in its latest annual ranking of aerospace manufacturing attractiveness	A New IBM study reveals only 4 in 10 surveyed consumers	0.22685221298624958	['pricewaterhousecoopers']	['ibm']	0.7352658366320254	US	US	1.0	(0.2, 0.3]
IBM launched an ESG initiative last year and reported progress towards its goals earlier this month	Infosys emerged as the biggest laggard on the Sensex, crashing over 9 percent	0.2514459912620429	['ibm']	['infosys']	0.7279356332899384	US	IN	0.5367935299873352	(0.2, 0.3]
This news release has been issued by Ernst & Young LLP	Gartner, an authoritative consulting firm, has recently released a report named “Competitive Landscape	0.38577681431450894	['ernst & young llp']	['gartner']	0.3553524223488919	GB	US	0.7544673085212708	(0.3, 0.4]
The worse-than-expected Q4 results from Infosys with only 4-7 per cent revenue growth for FY24 will drag down IT stocks impacting the Nifty,” said V K Vijayakumar, Chief Investment Strategist at Geojit Financial Services	Infosys on Thursday reported lower-than-expected growth in the fourth quarter net	0.6452732990077983	['infosys']	['infosys']	1.0	IN	IN	1.0000001192092896	(0.6, 0.7]
Infosys had last given single-digit revenue guidance in FY19	KPMG announced that Yael Selfin, Chief Economist at KPMG in the UK, will deliver a keynote speech during the Bermuda Chamber of Commerce’s AGM & Luncheon on Thursday [April 20] at the Hamilton Princess Hotel	0.1824991076481674	['infosys']	['kpmg']	0.6798975228112909	IN	US	0.5367935299873352	(0.1, 0.2]
Stock Yards Bank & Trust Co.’s holdings in Accenture were worth $26,949,000 at the end	On Wednesday, IBM reports first fiscal quarter earnings, with its Partner Plus program, acquisition strategy and movement in quantum computing likely	0.18626737910000726	['accenture']	['ibm']	0.7565876690497543	US	US	1.0	(0.1, 0.2]
Woolley also revealed that in one year since introducing deal sharing, IBM has “integrated partners into more than 23,000 deals valued at over USD 2.8 billion	IBM has seen improvement in customer intentions	0.5128332211046327	['ibm']	['ibm']	0.9999999999999999	IN	IN	1.0000001192092896	(0.5, 0.6]
IBM feels the effects of an uncertain economy and a financial sector rocked by the Silicon Valley Bank collapse and increasing interest rates from the Federal Reserve to combat inflation	asking CIOs which vendor is expected to gain the largest incremental share of artificial intelligence and machine learning spending in 2023 and over the next three years, IBM and Red Hat came in fourth for 2023 spending, behind Microsoft, Amazon and Google	0.3391329412305567	['ibm']	['ibm']	0.9999999999999999	CH	CH	1.0	(0.3, 0.4]
to gain the largest incremental share of artificial intelligence and machine learning spending in 2023 and over the next three years, IBM and Red Hat	spending intentions for IBM Consulting fell 18 points, to -45 percent	0.3163162198192097	['ibm']	['ibm']	0.9999999999999999	CH	CH	1.0	(0.3, 0.4]
IBM’s Krishna may want to celebrate some recent wins in quantum computing for the vendor	Woolley revealed that IBM has “seen the addition	0.38091483254937	['ibm']	['ibm']	0.9999999999999999	CH	IN	0.5335655808448792	(0.3, 0.4]
IBM also increased direct investments in its demand generation program campaigns, according to the vendor	With IBM’s new Partner Plus program now three months old, perhaps Krishna or Kavanaugh will find an opportunity to highlight the work of IBM channel chief Kate Woolley	0.37633030948225243	['ibm']	['ibm']	0.9999999999999999	IN	IN	1.0000001192092896	(0.3, 0.4]
since introducing deal sharing, IBM	About 45,000 people have started new learning journeys since IBM launched a new skilling feature	0.4267289187230892	['ibm']	['ibm']	0.9999999999999999	IN	IN	1.0000001192092896	(0.4, 0.5]
Woolley also said that IBM increased the amount of partner resources by 50 percent, on top of	IBM has made multiple product announcements leading up to earnings	0.4506826607966413	['ibm']	['ibm']	0.9999999999999999	IN	IN	1.0000001192092896	(0.4, 0.5]
IBM might also see more money	IBM to be the largest net budget share loser due to the shift to the cloud over the next year	0.6605498435428789	['ibm']	['ibm']	0.9999999999999999	CH	CH	1.0	(0.6, 0.7]
IBM will likely want to talk about its security offerings and tease	Consulting giant EY joined the IBM Quantum Network, adding more manpower to the advancement of quantum and giving EY access to IBM’s fleet of quantum computers over the cloud	0.43661753816071236	['ibm']	['ibm']	0.9999999999999999	CH	CH	1.0	(0.4, 0.5]
Harvey to provide the legal business solutions professionals at PwC with access to the OpenAI and ChatGPT technology used in Harvey	Ernst & Young paid $117-million to settle claims related to its role in the Sino-Forest Corp.	0.18289616644215503	['pricewaterhousecoopers']	['ernst & young llp']	0.5330760003405258	US	CA	0.6992766857147217	(0.1, 0.2]
Representatives from KPMG are not expected to be present at the Meetings	Ernst & Young’s research found that leaders in hybrid workplaces need well-developed soft skills to provide the level of support employees need	0.095222688592109	['kpmg']	['ernst & young llp']	0.5579091407398951	US	US	1.0	(-0.001, 0.1]
PwC has also rendered audit and non-audit services to the Manager and other entities	Ernst & Young has selected the next Australian representative of its global Entrepreneur of The Year program, with Chemist Warehouse co-founder and chairman Jack Gance claiming the local title	0.10107436788174802	['pricewaterhousecoopers']	['ernst & young llp']	0.5330760003405258	US	AU	0.6053652763366699	(0.1, 0.2]
FTI Consulting and Smarsh to Offer Enhanced Solutions Across a Spectrum of Digital Insights & Risk Management Issues can	FTI Consulting Cash Balance decreases 34%	0.41865946072351307	['fti consulting', 'smarsh']	['fti consulting']	0.5707929992591242	US	US	1.0	(0.4, 0.5]
FTI Consulting Cash Balance decreases 48%	that EY Global Services Ltd will join IBM Quantum Network	0.0919962343235289	['fti consulting']	['ibm', 'ey']	0.691180044455991	US	GB	0.7544673085212708	(-0.001, 0.1]
"Ernst & Young teams to explore solutions with IBM ""that could help resolve some of today"	IBM and EY expand quantum computing	0.4027196980024802	['ernst & young', 'ernst & young llp']	['ibm']	0.6999130284248755	GB	GB	1.0	(0.4, 0.5]
IBM is also introducing standard FlashSystem configurations that are modeled against the most prevalent workloads that our clients need	IBM Flashsystem is designed with consistency, simplifying your storage configuration to three simple choices	0.6865505546471263	['ibm']	['ibm']	0.9999999999999999	US	US	1.0	(0.6, 0.7]
Police said, Vaibhav Patil runs Shri IT Centre on behalf of Tata Consultancy Services at Chikalthana MIDC area	AI systems like IBM’s Watson can help traders analyze news, social media sentiment, and other data sources to make unbiased trading decisions	-0.029827279327422594	['tata consultancy services']	['ibm']	0.9563429069637989	IN	GB	0.5888364911079407	
Global professional services firmFTI Consulting has announced the winners of its global in-house awards program, with Perth-based senior strategic communications consultant Paris Ward taking out the ‘Going Places’ category	from Infosys, Wipro also hit a new low of 52 weeks at ₹352	0.15096494241146186	['fti consulting']	['wipro']	0.6519358847737265	AU	IN	0.6866019368171692	(0.1, 0.2]
Infosys expects FY24 sales to grow 4-7%	Welch & Forbes LLC’s holdings in Accenture were worth $25,692,000 as of its most recent filing with the Securities and Exchange Commission	0.1459913242787002	['infosys']	['accenture']	0.9876830203831568	US	US	1.0	(0.1, 0.2]
